userName,score,at,content
Arena Buah,1,2023-08-23 02:19:23,"Aplikasi apaan ni, saya sudah coba berulang2 tetap ga bisa buka rekeningnya"
Yoga kurniawan,2,2023-08-23 01:15:42,maaf ini g bisa login deteksi wajah g bisa gimana ini? loginnya klo deteksi wajah gagal terus
Nizky Aja,5,2023-08-22 23:24:30,Puas 👍👍👍👍
Saifuddin Zuchri,5,2023-08-22 23:10:29,"Alhamdulillah, semakin lengkap fitur2 / menu layanan BSI pada BSI Mobile Banking sehingga lebih memudahkan pelanggannya unt bertransaksi. Semoga semakin terus meningkat dan aman."
Yuniar Tomagola,5,2023-08-22 21:17:30,sangat membantu
Arief Tiyarno,1,2023-08-22 13:49:29,Tidak pernah melayani nasabah dengan baik
"HERI, S.Pd.I",5,2023-08-22 13:12:53,Alhamdulilah
Hisyam Benzema Akadi,5,2023-08-22 12:00:12,Bagus sangat membantu
syafriadi rengat,5,2023-08-22 11:50:06,"Sy kasih 5 bintang,karena semua proses sangat mudah dengan adanya apl ini,,"
Suriyadi SKom,3,2023-08-22 11:35:50,Saya kasih bintang 3 dulu lah krn saya menemukan kendala di saat melakukan penjualan e-mas transaksi gagal terus dgn keterangan minimal penjualan 0.1 gram padahal yg coba saya jual diatas 1 gram. Tolong di evaluasi lagi agar kenyamanan nasabah tetap terjaga dan tidak takut utk terus menambah e-emasnya
Jagad Api,1,2023-08-22 07:22:57,Woyy anak anjink...apk luh bnr2 nyiksa orang lol...!!! Vermuk suruh kedip suruh senyum2 kyk orang gila gw njink...kamera udah bagus gak bisa2 juga...luh becus kgk sih...!!!??? Bikin kecewa aja luh njink....!!! Msh aja nusahin nasabah....
Nine Rizki Aprianti,1,2023-08-22 07:09:29,Sangat tidak memuaskan sering terjadi kendala dalam penarikan uang dan saya sudah mengalaminya dan uang saya tidak kembali
AQadar Rochman,1,2023-08-22 06:55:27,"Kemaren pernah ilang duit di dalamnya 2 x beberapa bulan yg lalu sudah laporan,tp hilang telan waktu....sekarang ambil jaminan pinjaman uang lenyap entah kemana...jd berpikir g aman d Bsi ini..."
iman zengkol,5,2023-08-22 06:19:48,Tingkatkan lagi fitur2 nya
Mega Ratna Wulan Sari,1,2023-08-22 06:00:11,Kenapa tidak ada notifikasi pemberitahuan uang masuk atau uang keluar via email atau lewat nomor telepon. Mohon dilengkapi.
D H,1,2023-08-22 05:14:00,Assalamualaikum kenapa gak bisa aktivasi ya
iqbal iebal,1,2023-08-22 05:05:30,ribet bgt
Ekasari Debby Rapiyati,5,2023-08-22 04:03:09,Siip
Sugiarti Ati,5,2023-08-22 03:53:38,ok
Aldi 1308,1,2023-08-22 03:48:13,Kenapa dihp sya appnya GK BS didownload LG pke hp lain bs tolong donk bntuannya
Bislam Apud,5,2023-08-22 02:58:08,"Sudah ok,datail transaksi ok pertahankan"
Juanda Al-Fathir,1,2023-08-22 01:31:30,"Sudah beberapa hari tidak bisa aktivasi wajah, ribet sekali gaes"
Slamet Winarto,5,2023-08-22 01:21:41,Mudah aman terkendali
Muhammad Abdul japar,1,2023-08-21 15:25:20,Gimna sih kok lama banget konfirmasi nya padahal Uda 3 hari yg lalu bikin nya . Data sudah di trimah konfirmasi belum selesai selesai lambat banget enggak kyk bank sebelah 🌝 kalau uda di konfirmasi saya ubah ulasannya
Joni Farizal,1,2023-08-21 13:47:45,"Suka macet atau gangguan, sangat mengganggu"
Cak Triss Media,5,2023-08-21 12:18:06,Sekarang Aplikasi ini jadi ANDALAN
patoniw,1,2023-08-21 10:05:24,Aplikasi force close.
Dio Ibrahim,2,2023-08-21 07:06:39,Udah di kasih data yg lengkap (data yg anda masukan salah)..?
Azi Pena,3,2023-08-21 06:10:11,"Kenapa transferan dolar jadi lama prosesnya, biasanya sehari setelah terkirim langsung masuk ke rekening?"
Agil Pamungkas,1,2023-08-21 06:03:01,"Transfer via Proxy dan masukan email kok keterangannya tidak terdaftar? Padahal email tersebut udah terdaftar di Proxy BI Fast loh, terus saya Transfer pakai Apl M-Banking lain bisa Transfer via Email, lah ini Apl BSI Mobile Jelek sekali tidak bisa Transfer via Proxy email, saya sebagai nasabah SANGAT KECEWA."
Herry Gunawan,1,2023-08-21 05:53:21,Saya sudah seperti orang gila verifikasi wajah gak berhasil terus giman sich ini bikin nasabah jengkel tolong dong koq dipersulit begini
Nazir Andara,5,2023-08-21 05:20:41,Lebih mudah
Reni Sugiarti,5,2023-08-21 05:06:42,Joooosssdd
Mar'atun Hasanah,5,2023-08-21 04:45:51,Baik
Iqbal Iqbal,1,2023-08-21 04:32:46,Kenapa apk saya tidak bisa di buka
Vhia,1,2023-08-21 04:12:59,Sangat Mengecewakan udah Ribet beberapa kali veripikasi kehabisan waktu Ribetttt pokonya pake BSI ampe pulsa abis buat veripikasi doang Payah !!!
Hadi Permana,2,2023-08-21 04:05:03,Tidak bisa di hapus dan pengen download ulang
Evi Tamala,5,2023-08-21 02:12:14,Makin kereen
Kiboeyoet zhambrong,2,2023-08-20 16:59:50,"Kenapa aplikasi ini tidak bisa di Uninstal,bikin RAM HP saya penuh"
Atika Faya,5,2023-08-20 16:46:28,Tolongdibuka
Syarifah Aini,1,2023-08-20 16:42:11,"Gabisa dihapus, pelayanan kurang bagus. Tutorial tida gampang dimengerti banyak iklan dan susah dipahami(Jokes)"
sarah pavlopeta,4,2023-08-20 14:24:22,"Udah lumayanlah, kemarin susah banget login sekarang dah bisa"
kangdoyo azzahra,4,2023-08-20 12:42:45,Mantap
Bemmo_cornerr Red,2,2023-08-20 11:56:32,Bikin sandi login susah amat.kayaknya saya bikin udah paling susah masih saja tidak bisa
Ian Al Panjaitan,1,2023-08-20 11:40:07,Capek saya bolak balik mendaftar melalui hp tetap tidak bisa mendaftar
M.fauzan Kurnia Pribadi,1,2023-08-20 10:53:04,"Fitur penarikan uang tanpa kartu telat merugikan saya, pada saat saya ingin mengambil uang menggunakan fitur tsb, uang tidak keluar dari ATM!!!! TETAPI DI SALDO SAYA TETAP KEPOTONG, Hadehhh perlu diperhatikan lagi ATM NYAAAA YAA"
Lie,1,2023-08-20 10:17:31,ngirim uang setatus terkirim.tapi uang nya enggk masuk.bagi kalian uang 100.000 tidak ada harga nya. tapi bagi saya sangat lah brharga
herman syah,5,2023-08-20 10:16:13,Ok
Pajar Syahputra,1,2023-08-20 08:53:41,"G mau terbuka,harus uninstal dan instal balik baru bisa kebuka,ntah ada 10 x kayak gitu waktu memakai nya..,apk gagal produk"
Sri Wahyuni,1,2023-08-20 08:39:37,"Tolong diperbaiki,,,buka mobile BSI kenapa tidak bisa"
Hamadong Doni,5,2023-08-20 08:19:33,Mantap
Jajang kurniawan,3,2023-08-20 07:29:52,Bagus
Renny Purwantiningrum,3,2023-08-20 05:53:15,tp kok sekarang buat login susah di bagian deteksi wajah ya
Pak Way,5,2023-08-20 05:34:41,👍🏼
achmad deni,5,2023-08-20 04:46:42,Ok
Dho Ri,5,2023-08-20 00:05:01,kacau sudah males
Santo Niogo,5,2023-08-19 16:59:01,sangat baik
Almiya Safitri,1,2023-08-19 15:27:41,"Aktivasinya luarbiasa sulit, tdk spt pas BRIS... Ini apk ke uninstall tanpa sengaja, gara2 HP dimainin anak.. Install ulangnya gagal2 terus, pdhl sdh sampai tahap kirim SMS, dn sdh diterima.. Bunyinya malah no HP tdk terdaftar. Kecewa, makan waktu."
Engkos Koswara,2,2023-08-19 15:24:11,2 dulu. Karna suka force close di hp xiaomi redmi note 8 saya
Muhamad Irvan (Ifunk),2,2023-08-19 13:51:33,Ini gmn sy lupa kata sandi??
Roy Kimochi,1,2023-08-19 13:27:59,Udah dftr tp blm di setujui buka rek ny
Hantori Aja,1,2023-08-19 10:03:22,"Saya punya BRI mobil di buka enak2 aja gk kaya bsi yg mengecewakan tidak puas sama sekali, klu bukan ATM dri tempat sya krja udh sya buang kok"
Kasful Kaun,5,2023-08-19 08:51:53,Mudah mengoperasikan
Heni Rismawati,5,2023-08-19 07:31:54,"Bsi makin kesini makin bikin naik darah,dikit2 eror,dikit2 gabisa dibuka,heran,saldo sering terdebet,"
Intan Purnama,2,2023-08-19 06:46:30,"Mau buka tabungan emas lewat aplikasi m.banking gagal terus, tiba2 keluar terus. Padahal kalau fitur cek saldo, mutasi, dll lancar-lancar aja, minta tolong diperbaiki lagi sistemnya min"
Siti Sari'ah,1,2023-08-19 06:29:14,"SATPAMNYA BIKIN ILFIL, MAU NABUNG MANUAL SAJA HARUS SETOR DUIT 5 JUTA KE ATAS, PERCUMA AJA BUAT YG HOBI CETAK BUKU KAYAK SAYA 🥴 MENDING BNI SYARIAH YG DULU"
Pmdi 6,1,2023-08-19 05:03:35,"Ini BSI knp ya, akun tiba² logout sendiri, pas mau masuk katanya kata sandi salah, padahal engga sama sekali, disuruh install ulang apk nya, pas mau masuk udah ga bisa, gimana ini?!!! Mana saldonya ada pulak di dalam"
Rido Jylo,1,2023-08-19 04:07:10,"Tidak ramah ,,salam blom selesai udh di matikan ,"
Rahman,1,2023-08-19 04:05:24,"Jaringan bagus, lampu indikator hijau tapi saat melakukan pembayaran akademik gagal, hanya menampilkan ""maaf, nomor anda tidak ditemuka""."
putri alam,5,2023-08-19 03:54:53,Semoga dilancarkan utntk sistem bsi mobilnya aamin
Hasan Aquarium,1,2023-08-19 03:30:22,"Aktivasi nya sulit bangat..udh ngisi data berapa x ssuai yg di miliki,,masih saja data tidak sesuai,,maksudnya gmna c..."
Ruly Zian,5,2023-08-19 01:50:54,Kami mendapatkan saldo 50k
Muhamad Hapid,5,2023-08-18 20:49:34,"Aplikasi nya keren, mudah dipahami, banyak fiturnya juga, terus berkembang bsi"
Muhammad Zainuri,1,2023-08-18 17:51:45,"saya pengguna BSI dari waktu BRI SYARIAH,sYa kecewa banget dengan aplikasi ini...pada waktu ferivikasi wajah sangat sangat sulit,kok bisa para nasabah dibuat jengkel dengan aplikasi ini...bener kecewaku"
Wahyu Syahputra,4,2023-08-18 15:42:19,"Kurang aman,serta sering ngebug"
Mad rim,5,2023-08-18 15:12:30,tambahkan vitur setor tunai
NILA SURYA NINGSIH,1,2023-08-18 12:30:52,"Tolong min, aplikasi bsi mobile aku kok gak mau. Bug katanya... tolong di perbaiki"
Ade Alfianto,2,2023-08-18 11:35:02,Saya tidak jadi datang ke gerai buat aktivitasi kartu
Darma khalifa,1,2023-08-18 09:26:41,Saya top up dana kok blm transaksi berhasil tapi saldo ke dana gk masuk
Putu indah Pratiwi,5,2023-08-18 08:55:03,god job BSI!!! jaya terus ya!!
Axel Nicko,5,2023-08-18 08:52:24,Terimakasih BSI mobile dengan aplikasi ini jadi makin mudah. Good Job BSI!
Bayu Rizki,5,2023-08-18 08:47:11,Aplikasi yg bagus sekali
Gerry Christian Indra Zukma,4,2023-08-18 08:45:27,Kalau atm bsi support nfc sperti atm bri mungkin bisa lebih baik
Enda Niyangsih,5,2023-08-18 08:41:09,Pake apk bsi mobile jadi lebih gampang dan ga ribet lagiii 👍
Muhammad Nur Arifin,1,2023-08-18 08:00:30,"Payah ni, pasword udah benar malah di bilang salah, sidik jari udah pas malah di bilang salah juga, gmn ini, tidak memuaskan banget"
Deva Natalia,5,2023-08-18 07:55:32,Makin nyaman pakai aplikasi BSI sekarang aplikasinya gak mengecewakan! Semua layananannya sudah dapat digunakan lagi. Lebih keren aplikasinya
Jaja Maksum,5,2023-08-18 07:39:18,sangat membantu dan memuaskan
Ruhban Weeelah,1,2023-08-18 07:38:29,Knapa ga bisa di buka hdeuuuuuhh
Muhammad Habibulloh,1,2023-08-18 07:33:57,"Saya sudah 10x aktivasi rekening di bsi mobile, tetap tidak bisa. Saya juga menghubungi customer service dan jawabanya apa, ""dicoba lagi"", mantap betul. Aplikasi ui bagus, tapi kinerja sangat buruk."
Joy Supriyadi,5,2023-08-18 06:57:07,Mantap👍
ahmad ridho,5,2023-08-18 06:55:47,"Mantap BSI!!! Setelah update fitur nya kini semakin banyak, jadi bikin tambah nyaman pakai aplikasi ini, mantap deh buat BSI"
Panji Patwa,5,2023-08-18 06:49:47,"Selama memakai BSI mobile sangat memudahkan sekali dalam setiap kegiatan saya,,,good job BSI mobile"
Khalishah Putri Hanifah,5,2023-08-18 05:55:29,"Semua layanannya di mobile bankingnya sudah dapat digunakan, sehingga mobile bankingnya enak digunakan dan juga fiturnya makin lengkap sehingga makin nyaman pakai BSI sekarang. Makin seneng deh pakai aplikasinya kalau gini. Good job bsi, makin lancar jaya."
Widia Marisa marsenda,5,2023-08-18 05:34:41,Lebih keren nih sekarang aplikasinya
Hendra Niya,5,2023-08-18 05:17:32,Mantap Bsi👍
Aififatus Sulva,5,2023-08-18 05:02:05,Good job ini aplikasi membantu banget buat saya 😊😊
Nafida Official,5,2023-08-18 04:44:41,Aplikasi BSI semakin nyaman dan memudahkan dalam bertransaksi. BSI Mobile mantappp!!!
MS 19 OFFICIAL,5,2023-08-18 04:21:12,"Mantap bangetlah, Sangat mudah untuk bertransaksi dengan BSI mobile, yang paling penting adalah potongan nya dengan BANK lain sangat murah .. Semoga kedepannya makin baik dan magic lagi .. Thank BSI"
Zulfa Gustini,5,2023-08-18 04:11:21,"Saya sudah menggunakan BSI selama 2 tahun, memudahkan saya bertransaksi. Makin keren dan senang deh pakai aplikasinya kalau gini. Mantap BSI!!"
Habib Affandi,5,2023-08-18 04:03:48,"Good job bsi.... Setelah update makin lebih baik, mudah di pahami dan ga ribet fitur ny juga sangat lengkap pokokny makin mantap.... Makin lancar jaya....."
AL Fatih,3,2023-08-18 04:00:33,Masih bisa di bobol hacker sih
vera nitalia,5,2023-08-18 03:59:19,"Good job bsi,aplikasinya bagus dan mantap"
Winda Amelia,5,2023-08-18 03:44:35,Aplikasi nya lebih keren dari pada yang dulu.makin canggih aja :)
Fepiliana,1,2023-08-18 03:42:59,"sangat menyusahkan, setelah update bukannya tambah bagus, malah makin jelek. akun ke logout sendiri, saat aktivasi sangat sulit karena harus verifikasi wajah, sudah coba berkali-kali gagal terus padahal sudah mengikuti sesuai intruksi. kalo gini terus ga bakal lagi saya pakai BSI. dana auto pindahin ke bank yg lain aja."
imam wahyudi,5,2023-08-18 03:40:49,"Mantab bisa pulih , semua layanan sudah bisa di gunakan keren sudah ada qris jadi gampang klau mau lgs kirim2☝👍"
Lia Yuliani,5,2023-08-18 03:30:05,"Selalu meningkatkan kualitas apk nya jadi semakin nyaman sebagai pengguna bsi mobile ,, mantap BSI mobile"
Dody Putra Chaniago,2,2023-08-18 03:25:54,Mau bayar PDAM ga bisa
Nur Lela,2,2023-08-18 02:33:39,"Tdk bisa masuk ke dalam nya. Pakek wifi ngak bisa data jugak ngak bisa, versi android 12 padahal. Tolong di upnkan kah min bug nya."
andi ahmad ikbal,5,2023-08-18 00:19:57,Alhamdulillah... sangat mudah
Arif Zain,3,2023-08-17 13:51:31,Tolong buat fitur untuk download rekening koran.
caca george,1,2023-08-17 11:12:52,Sumpah ya bikin risih banget apk jya udah ngajuin mau di uninstall g bs bs
Ismail Prayoga,2,2023-08-17 10:34:55,Masih susah buat verifikasi wajahnya Entah harus pake handphone kaya gimana Aplikasi sebelah sekali verifikasi langsung sukses. Ini udah berapa kali sampai pegel masih gagal juga.
RAHMAT RAHMAT,1,2023-08-17 09:49:32,Gabisa cepat terdeteksi wajah susah bagian senyum nya
Boto Boto,4,2023-08-17 09:42:43,Ok
Taufik Amsyah,5,2023-08-17 08:18:36,Menu-menunya lengkap dan semakin nyaman digunakan. Apalagi sistem verifikasi keamanannya. Buka rekening baru via online juga bisa pakai aplikasi BSI. Bisa langsung punya rekening Haji. Ga ngecewain.
Rina Budiyani,5,2023-08-17 07:41:01,"Aplikasinya bagus bgt, rekomended untuk dipakai"
Akbar Syahputra,5,2023-08-17 07:37:00,Pelayanan Sngat baik
Nursyifa,5,2023-08-17 07:19:19,"Lebih keren aplikasi ini sangat membantu saya, dan juga mudah dipahami. Setelah saya update menjadi lebih baik fiturnya pun sangat lengkap. Mantap"
Akmal,4,2023-08-17 07:03:47,"Aplikasinya enak, simple, mudah digunakan,good job BSI!"
Muhammad Kaharudin,1,2023-08-17 06:30:27,Mau aktivasi SJ ribet bukan main hanya karena nomor handphone saya hilang SIM card nya mau aktivasi ulang gagal trus. Gimana manajemen IT nya. TDK ada via SMS atau kontak langsung biar langsung selesai di mobile bankingnya TDK boleh masuk.🔍🔍🔍🔍🔍
Nacho Bayinah Kosasih,2,2023-08-17 05:01:24,"Verifikasi online nya susah banget, sdangkan jaringan full, stabil.. Pdhal pengen banget pake BSI. Gak bisa dateng langsung ke cabang karna dsini gak ada cabang nya"
Destia Pratiwi,5,2023-08-17 04:58:13,"Keren banget, sangat mudah dalam transaksi nya.Recommended kalian wajib punya BSI ya Guys! MANTAB BSI!!! makin lancar jaya"
Axel Bakarsyah,5,2023-08-17 04:53:58,Selama menggunakan bsi mobile sangat membantu dan memudahkan untuk bertransaksi
Paulina Sri R,5,2023-08-17 04:38:39,"Good Job BSI, makin lancar dan mudah digunakan, aplikasinya sangat mempermudah penggunanya. Semoga aplikasinya semakin baik dan semakin bagus."
rizky ari prasetyo wibowo,1,2023-08-17 03:50:57,"Aplikasi error',mau aktifasi saja tidak bisa. Sudah beberapa kali mencoba kendala pada SMS,kode OTP bisa tapi balas pesan error'.🤬"
Siti Nurmala,5,2023-08-17 03:28:34,Apk sangat membantu dan bermanfaat banget... love bgt sma APK ny fitur ny lengkap .
Nur Ida,5,2023-08-17 03:06:16,"Good job BSI, alhamdulilah dipelacar selama memmakai BSI dan lebih mudah"
Fia_ Jh,5,2023-08-17 03:05:56,"Aplikasinya bagus sangat membantu untuk transaksi, dapat memudahkan pekerjaan dan cepat. Saya merasa terbantu🙏 semoga makin lancar jaya. Good job BSI"
Putri Wulan,5,2023-08-17 03:05:02,"Fitur-fitur di aplikasi BSI memudahkan pengguna untuk melakukan transaksi m-banking, keren BSI"
Simon Buster,5,2023-08-17 02:38:03,Semoga makin memberi manfaat
Feliya Aja,5,2023-08-17 02:24:36,mobile bankingnya enak digunakan buat transaksi jadi mudah anti ribet dan tentunya cepet jadi memudahkan nasabah untuk bertransaksi.
Agil Pamungkas,1,2023-08-17 02:12:00,"Aneh, tidak bisa TF menggunakan BI Fast Proxy Email, kalau no hp bisa cuma kalau email kok gak bisa sih, Bug mulu"
Mama vira&alif,1,2023-08-17 02:06:33,"Gak bisa buka rekening di app, selalu ""tidak ada koneksi internet"". Terjadi di 2 perangkat merk Rxxxi yg saya coba. Tp di merk Sxxxxxg bisa, tapi begitu proses video call malah langsung end dan proses verif gak selesai2. Tetap harus ke kcp jg akhirnya."
Dhe Dimon,2,2023-08-17 01:35:00,"Mau Buka Tab Junior, Setelah Punya Rekening diaplikasi tidak ada Pilihan Rek Junior... tolong lengkapi lagi Penambhan Rek Untuk Nasabah Exiting... Fitur Ganti No.Hp juga Tambhin !!! Semoga didengar dan DiPerhatikan."
12_ Calvin Naga,5,2023-08-17 00:07:32,Alhamdulillah dari aplikasi BSI mobile ini di permudah dan lebih efektif lagi. Good job BSI
Gading Erik,5,2023-08-16 23:44:53,Semenjak menggunakan apk ini menjadi gampang dan cepat
Yandi Yandi,1,2023-08-16 23:43:35,Sudah seminggu data masih saja dalam proses verifikasi. Dan saya masih menunggu.
Nur ahmad zainul,5,2023-08-16 19:33:52,"Alhamdulillah trimakasih BSI, Ahkirnya semua transaksi ku jadi lebih mudah. Dari fitur transaksi, membayar tagihan listrik dll. Untuk aku yang bekerja di barbershop kerja dari siyang sampai malam ini sangang membatu. Mau tranfer mau membayar tagihan sekarang udah gak ribet lagi. Oke banget deh pokoknya. Untuk temen temen barbershop wajib banget pakek BSI Mobile biar enggak tebet ngurusin ini itu😂. Trimakasih BSI."
Witantryy Widyaningsih,5,2023-08-16 18:17:27,Alhamdulillah udah pulih semuanya. BSI Mobile semakin hari semakin mudah dan menyenangkan. Banyak fitur yang bisa digunakan bahkan terdapat fitur pengingat waktu sholat. Terimakasih BSI..
Muhamad Darusalam,5,2023-08-16 17:28:34,"yuhuuuuu, aplikasi BSI Mobile tlah hadir dan smakin aman, smoga slalu mmpermudah dalam stiap urusan transaksi saya, mantappp min"
Amarullah Amar,5,2023-08-16 17:13:43,"Good job BSI, pelayanan ramah,apa aja bisa disini,,kereen pokok nya"
Septi Dwi cahyati,5,2023-08-16 17:13:38,"Setelah di update jadi makin baik, semua layanan nya sudah bisa digunain lagi, fiturnya makin lengkap, makin lancar, lebih keren nih aplikasinya sekarang, good job BSI, mantab BSI !"
Bimo Andrio,5,2023-08-16 16:12:48,"Aplikasi keren pembayaran, transfer dan ll jadi lebih mudah"
Sri Mulyati,5,2023-08-16 16:11:13,"Wah sangat membantu sekali BSI selain transaksi menjadi lebih gampang juga semua kendala bisa di tanyakan lewat aplikasi bsi ini,selain itu ada fitur waktu salatnya lagi wah keren."
Ferryal Mustaqim,5,2023-08-16 16:09:31,Alhamdulillah Saya Akhirnya Dapat Membuat Rekening Bank Terima Kasih BSI Dengan Kemudahan Pendaftaran Dan Semoga Bermanfaat Untuk Semua
Dirin Purwanto,1,2023-08-16 16:03:49,Kenapa aplikasi tiba-tiba tidak bisa diakses?
Siti Nur Holisah,5,2023-08-16 15:44:22,"Skrng makin lebih nyaman pakai aplikasi BSI, Alhamdulillah skrng aplikasi ndk pernah ngecewain,dan semuanya makin mudah dengan BSI,good job BSI !!"
aji pang,1,2023-08-16 15:31:53,App Sering error tdk bisa di buka. Diinstal ulang tetap tdk bisa dibuka. Mau transaksi tdk bisa. Mestinya segera diperbaiki supaya nasabah tdk terganggu.
076 Devi Sarti,5,2023-08-16 15:06:15,"Mantap deh pokoknya, makin sukses yah BSI !!!"
Luthfiah Al-zalmasry,5,2023-08-16 14:16:56,"Alhamdulillah setelah menggunakan BSI mobile ini, melakukan transaksi menjadi lebih mudah, lancar, dan lebih efektif dalam melakukan transaksi,. Jadi seneng dengan adanya aplikasi ini Good job BSI Mantaaap BSI jaya jaya"
Putri Tsauri,5,2023-08-16 12:40:35,"ga nyesel download aplikasi isi ini, sangat mempermudah kebutuhan sehari-hari, Good job BSI!"
Amelia Setiawan,5,2023-08-16 12:32:54,Setelah ada vitur mobile nya saya sangat gampang bertransaksi tanpa harus ke bank terimakasih bsi mobile😍
